id	pop	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30
c4411	pop05	4.28113	5.55188	0.07218	3.73573	0.24282	-0.10078	-1.49712	-0.62798	-2.35113	-0.15063	0.14013	-1.29037	0.74754	-0.71233	0.11909	1.51436	1.8554	-1.02559	-1.64155	-0.17182	-0.48749	0.99458	1.44131	0.76799	0.72148	-2.07991	-0.69549	-0.68532	-0.19484	-0.72279
c4659	pop05	4.73755	4.53869	0.30955	6.09702	0.43998	-2.14686	1.31369	0.48291	0.08329	2.54332	-0.43494	-2.08231	0.03453	-0.73805	0.26641	-0.80609	-1.85005	-0.96323	0.09682	-0.14465	-0.67139	1.1485	0.62452	0.23672	-0.90354	-1.25845	-0.10201	0.18748	-0.37004	0.52564
c3584	pop04	-0.24342	5.94729	-0.72692	4.5722	-0.17239	-0.93692	0.27795	-0.09439	0.16733	0.25759	-0.25012	-1.37463	-1.76633	1.39618	1.1356	1.65265	-1.4341	-0.54	-1.51528	1.11012	-1.69888	-1.04157	-2.09029	0.00461	-0.51864	-0.63206	0.44868	-0.25008	-0.12159	1.44124
c1416	pop08	0.22576	-2.19049	-0.73114	-0.25656	0.89119	-1.86696	-1.19531	-1.50003	0.86952	1.85656	-0.40737	3.36007	-0.86903	0.69953	2.38531	-0.47294	0.00216	-1.91397	0.51948	0.47723	0.32916	-0.35096	-0.23669	-1.48079	0.14873	-0.55842	-0.05217	1.44147	0.70768	2.27332
c3770	pop04	-2.11138	3.66074	-1.4668	5.01338	-0.44747	-0.08368	-0.11403	-1.49632	-0.30047	-0.05294	-1.21942	0.6242	2.53489	0.12534	-0.83194	0.76068	-0.06036	0.47392	-0.9622	1.71068	-0.37795	0.24483	0.5563	0.54339	0.33436	1.4663	-0.29402	-0.15694	1.13245	-1.80205
c0120	pop08	-0.02628	1.32546	0.91033	0.46032	-0.63207	-0.41675	0.75408	1.10633	-0.86404	-0.68193	0.49344	0.05245	-1.38361	2.89645	2.00532	0.01198	-0.6248	1.1514	0.94421	0.60758	0.59998	-1.77151	-0.75336	-0.1023	1.89928	0.2303	-0.50616	0.78254	1.42233	-2.39013
c2329	pop08	0.96012	-1.57713	0.37336	-0.13054	1.58893	1.28647	-1.02769	-0.75254	-0.8651	0.41133	-1.11144	1.98989	0.00714	2.07889	-0.00398	1.15278	-0.30556	-0.83536	0.02941	-0.85394	0.43191	-0.32639	0.06949	0.59953	-0.81987	0.17546	1.2833	-0.33062	-0.32573	-0.84415
c2065	pop08	1.69111	-0.03815	2.30145	1.48449	2.1711	-1.96919	-0.26214	-0.76404	-0.21251	0.58957	-0.2582	-0.28023	0.04783	0.28359	0.76009	-0.38548	0.04247	1.77999	-1.21933	0.2364	-0.95087	-0.10784	0.91976	-0.91626	0.54233	1.18977	0.48512	2.04724	-0.39516	-0.74348
c3784	pop04	0.48369	5.71329	-0.23692	5.07642	1.48865	0.46534	0.39378	-0.24206	-0.29275	0.66217	0.57996	-1.48126	0.00602	0.19539	1.02604	0.47708	-0.0665	0.57564	-0.46378	-0.35469	2.12056	0.02059	0.29602	-0.74481	-0.33638	-0.30787	0.1817	-0.32757	-1.81796	0.98448
c2098	pop08	0.94184	-0.50836	1.02254	0.76926	0.20166	0.94987	-0.56547	-0.11319	-0.5735	-1.1461	-1.72802	-0.83543	-0.89681	-0.57274	0.86213	0.82394	-0.93168	-0.41688	2.18018	1.86657	1.06412	2.1082	0.17015	2.458	0.01151	0.24197	0.5999	0.41034	0.16578	1.00781
c0958	pop08	-0.21133	-0.19197	0.68612	-1.56818	1.2606	0.30333	-1.09845	-0.37243	-0.97198	0.44961	-0.3144	0.39617	0.01704	-2.64234	0.54682	-0.41125	-0.71765	0.38964	-0.62486	-0.3485	-0.07785	0.07846	-0.00125	0.67308	0.98043	-0.14092	-2.55446	0.57665	0.2406	1.32727
c2193	pop08	0.54761	-0.98746	-0.50581	1.04901	-2.31153	-1.52052	0.37426	0.29784	0.37143	-0.09305	-0.1085	0.12666	-1.81752	-1.50045	-0.31857	-0.65904	-1.19411	-1.53895	1.11844	0.05043	2.2789	-0.24904	-1.93873	0.82819	-0.07775	-0.72691	-1.80936	1.21182	-0.80378	0.12673
c0042	pop08	-1.06864	0.58651	0.58501	0.12511	-1.02015	-0.61135	-0.18232	-0.24404	0.27164	-1.05732	-0.2962	-2.08419	-1.71697	-0.12019	-1.13295	0.51978	-0.0928	1.28502	-0.75914	-0.2662	1.61778	1.31675	0.74016	-1.41629	0.2606	-1.67314	-0.00277	0.37223	-0.68864	-0.69747
c0381	pop08	-1.83498	1.03671	-1.9092	0.11319	1.50472	0.82846	0.76644	-1.4627	0.51661	-0.05119	-0.76098	1.19615	-0.75838	-0.22558	-0.58891	1.40647	1.14284	1.24273	0.30819	1.15495	-0.44885	-0.99541	-1.51456	1.60019	-0.56723	2.59865	0.27683	-1.89621	-0.07673	0.28986
c1372	pop08	1.13451	0.89626	-1.72917	-1.18823	-0.31087	-0.50731	0.2363	-1.5715	1.25976	-0.61356	-0.7123	0.93631	0.48321	-1.46636	1.67785	-0.35038	-0.48183	-0.57056	0.41297	0.03926	-0.49493	-2.19643	-1.13288	0.71066	0.71539	-0.47534	0.44055	-0.91971	-1.9026	0.10828
c2347	pop08	0.17377	-1.44473	-2.43822	1.27106	-0.41341	0.05858	1.11329	0.47029	0.51455	0.29456	0.89727	0.98227	1.50092	-0.4566	-0.25719	-0.66262	0.77372	1.35946	0.55469	-0.5354	-0.34525	0.15671	2.4225	0.69176	-1.01196	0.94932	-0.26322	-0.05884	1.64312	-1.49976
c1304	pop08	0.44514	1.26979	-0.05438	-0.20932	-0.55229	0.49049	-1.50415	0.81169	0.46242	-0.33763	-0.62118	-0.3998	0.29553	1.80511	0.4405	0.45598	1.6052	-0.68936	0.17317	1.18164	0.09681	0.01044	-0.08341	-1.12743	-1.07194	1.18291	0.57187	0.65001	0.0163	-0.66682
c3183	pop03	3.54795	-0.03364	2.9357	0.6842	-0.99436	-1.80872	0.22645	-1.11093	1.28948	-0.03249	0.29072	-0.51743	-0.47757	1.90512	0.34344	-1.50687	0.14189	-0.2241	1.16837	-1.03502	1.1664	1.01288	-1.99258	1.37365	-1.01519	0.1549	-0.28089	-2.26127	-0.70437	-1.37077
c0045	pop08	-0.99434	-0.86198	-2.19833	-1.00377	0.11986	0.91705	0.28052	-0.72316	-0.07212	0.87494	1.16368	-0.39151	0.45407	1.68073	2.25209	0.49238	3.22437	-0.25288	0.21322	-0.07634	1.24637	-1.41393	-0.57586	-0.33246	-1.51891	0.09814	-2.05103	0.25887	-0.69022	-0.34393
c4692	pop05	4.99277	3.20588	-0.73237	5.89295	0.87102	-0.52913	-0.13162	0.51144	-0.01959	0.81805	-0.07653	-0.34268	0.25862	-0.29579	-2.0715	-1.71032	-1.4125	-0.93673	1.72155	0.04759	-0.36881	1.66582	0.29194	-0.80112	-1.14345	-1.10786	1.3604	1.1927	1.23731	-0.01301
c3065	pop03	5.20501	1.47652	5.55665	-1.56705	0.63452	-0.24701	-1.04444	0.96815	0.33766	0.5344	-0.32023	0.39576	-1.3319	-0.22734	-0.3575	-3.3926	-0.55357	0.59205	-0.71063	1.96873	2.22619	-1.16721	-0.15749	0.3706	0.29647	-0.42281	-0.82291	-0.02629	0.23253	-0.33441
c2003	pop08	-0.11074	-0.58405	-0.34059	-0.17948	-0.81322	0.12881	-1.12889	-0.41648	-0.66266	-0.2953	-1.23905	-1.02803	-0.75325	-0.71967	-2.29273	-1.05237	0.01136	-0.55321	-0.11025	0.28458	0.97509	-1.10803	1.07238	-0.10029	-1.05505	0.67212	-0.41792	-0.5661	0.85215	1.51727
c4982	pop01	0.89848	-1.27582	0.77963	0.17135	4.44115	-1.06171	-0.47099	-1.63984	0.45758	-0.223	-0.21933	0.49804	-1.22397	1.07921	0.33629	0.42405	-0.93169	0.35389	1.5729	0.42017	2.43685	0.12059	-1.51393	0.9191	0.2219	-0.94406	-2.04574	0.31013	0.13567	0.94796
c0501	pop08	0.98478	-0.4574	0.05605	0.27569	-0.75748	0.26547	-0.22921	-1.53641	1.3228	-0.27764	0.36066	0.61615	-0.94911	0.53038	-0.78338	-0.1305	1.21136	-0.57906	0.61505	-1.88461	-0.3494	-0.74783	-0.20811	0.47147	1.35866	0.5503	0.64341	0.46769	0.49597	0.05473
c1764	pop08	0.58677	-0.10891	1.69171	0.52146	-0.86207	1.79584	-0.84163	0.41858	2.29015	-1.04539	2.14684	-0.04666	-1.11163	-1.3051	1.24444	-0.18187	0.50298	-0.16694	0.10439	1.04281	-0.24847	1.43788	0.15226	0.26638	-1.49138	-0.88956	-0.16802	1.02437	0.10772	0.43578
c4960	pop01	-1.25003	-0.36605	-0.32886	-1.30291	4.75265	-0.22786	0.1107	1.4257	0.4386	-1.03287	0.26728	-0.12719	-0.58355	1.47519	-2.05555	1.49759	0.33483	-1.08249	-2.25909	0.17252	-0.17917	-2.61676	-0.02809	1.13013	2.79845	0.40763	0.11004	0.67969	-2.55138	-0.0224
c0242	pop08	0.4134	-0.66794	0.59045	-1.93279	1.61235	-0.3649	-0.70525	-0.25827	0.27748	-0.96665	-0.04761	-0.91736	-0.81011	0.92048	1.1918	-0.98462	0.7883	-0.24495	-0.89009	-0.86214	1.41172	1.72258	-0.71108	-1.26164	1.09074	0.02373	-3.23567	0.23274	-1.5005	0.85723
c2439	pop08	0.38537	-0.38205	2.21607	-0.55334	-0.73187	1.79809	-2.34239	0.71956	-0.00877	-1.18105	-1.39051	0.4678	-0.83961	-0.07704	0.94454	1.61274	0.05335	1.22491	1.12699	0.2646	-1.92167	0.19215	0.35638	0.36685	-1.29298	-0.21829	-1.13137	1.7252	-0.07513	0.59855
c3038	pop03	5.61949	0.81025	3.69101	-0.47952	1.18413	0.49927	-1.40639	-1.68707	-1.13274	-0.19649	-0.00952	0.01714	-2.7171	-1.29958	-0.92291	1.71428	0.92579	-1.09937	-1.85965	-0.10974	0.9226	0.98556	2.49191	-0.31102	0.49213	-1.80024	0.79627	-0.84797	-0.46645	1.10671
c4186	pop04	-1.57112	5.58602	1.73521	6.89674	2.07093	0.52385	-1.0994	-0.30109	1.20821	-1.27296	-1.05437	-0.45703	1.5599	0.09661	-0.29373	-1.08038	-0.34131	-0.71255	-0.26539	0.83396	1.3893	-0.99183	2.244	-0.78909	0.25001	0.37122	-0.46997	1.87815	0.5584	1.06309
c4163	pop04	0.38508	5.95527	1.44276	6.00673	-1.19009	0.49944	-0.26739	-0.07902	0.73792	-0.17648	-1.11906	-0.98105	1.31388	0.76943	-0.01422	1.07694	-0.07176	1.3375	-0.41827	-0.88192	-0.98564	0.22166	-0.3413	-0.50205	0.35276	1.23076	1.24891	-0.3698	0.88856	-0.45545
c0502	pop08	-1.22474	-0.06903	-0.01062	0.41724	2.00191	-1.2773	-1.05472	0.20573	0.80269	-0.09812	2.21524	0.79236	-0.94198	0.35396	0.13386	2.86541	0.57144	-1.61002	0.29991	0.79261	1.00395	0.49026	-0.24432	-1.34107	-1.90086	-0.03156	-0.45355	0.23601	-0.41852	0.42195
c0815	pop08	2.35782	-0.10997	0.25365	-0.04985	1.74564	-0.5508	-0.27348	1.0995	-1.93203	0.76969	-0.99631	1.36418	-0.12048	-0.31668	1.41689	0.23976	-0.08489	-0.4236	0.93774	-0.3481	1.29129	-0.26247	1.16923	-0.34433	0.2932	0.58905	0.80178	0.36615	0.77687	-0.87689
c0801	pop08	-1.02393	-0.36869	1.01687	0.28795	0.16007	-0.21068	-1.04025	-0.12119	2.31483	1.65178	1.04828	2.44498	-0.51274	0.04772	-0.68862	0.50248	0.09004	-0.50398	1.22328	-1.60603	-1.78182	-0.46015	0.3577	0.0961	-0.20528	-0.49442	1.29373	0.02174	-0.16464	-1.37466
c1951	pop08	-2.27044	1.57048	-0.40399	-0.93264	-0.52239	0.95654	0.47804	0.92752	-1.36112	-0.19221	-0.56764	-0.03622	0.42893	1.22819	1.86942	-0.29479	0.4994	1.1965	0.34281	-0.46388	-0.90233	-2.04222	-0.10652	0.78753	0.25783	1.50186	-0.10029	0.63021	-2.07844	1.47844
c4535	pop05	5.59535	5.23588	-0.54564	6.34262	0.14336	0.8857	1.0233	1.13422	1.73256	-0.04608	0.42906	0.53589	1.29687	0.13304	-1.28588	-0.73601	1.40908	0.27787	0.20557	0.67278	0.42874	-0.38626	0.82964	-1.45247	0.27593	-0.41102	-1.01818	1.35034	-1.00036	-2.10647
c4173	pop04	1.11566	5.67481	1.13121	4.87398	-1.68308	0.06104	0.7124	-0.96241	-2.75864	-0.15799	-0.24398	-2.32088	-0.8933	1.21137	-0.79021	-0.74094	-1.60907	0.51952	1.53288	0.72371	0.54104	0.01796	0.64665	-1.42893	0.79342	-2.28935	-0.02972	-0.75019	-1.57761	-1.01753
c4593	pop05	5.51747	4.672	-0.36384	4.51298	-1.47964	0.49839	1.20335	0.45059	0.17762	2.09733	-1.07076	-0.87247	-0.57631	0.76037	-0.30894	-1.21077	0.65765	-1.33021	-0.363	-0.00107	-0.4911	1.46893	0.50716	1.03555	-0.72939	0.10549	1.17445	0.36329	-0.15672	1.18215
c3531	pop04	-1.55636	4.07045	0.6851	5.21319	-0.09362	-0.06828	0.73262	-0.06375	2.14064	-1.16477	0.30754	-0.54759	0.01446	0.48755	-1.24528	-1.34829	1.49086	-0.83117	1.28812	2.81059	0.589	0.12015	-1.55729	1.47746	-1.30107	0.87688	-0.75368	0.97668	1.10943	0.89787
c0433	pop08	-0.80994	-1.03873	-0.18628	0.23689	0.95012	-1.36148	0.59852	1.95772	2.13178	-0.32753	0.27181	0.90331	-1.2294	-0.59376	-0.98598	-1.23474	-0.51457	0.83442	0.24159	0.14626	-0.7887	1.47024	-0.59159	-2.13153	0.90621	1.5677	1.74061	-0.47901	0.0562	0.6177
c4159	pop04	1.69037	3.76604	-0.10209	3.9334	0.35424	-0.82435	-1.03325	1.85833	-2.02129	-0.32493	1.56637	-0.81945	-0.98086	-0.76546	2.6699	-0.70693	0.21283	0.7676	-0.59184	0.84728	0.88959	0.90969	-0.38175	1.72106	-0.21601	-0.56006	-0.04326	-1.38758	1.1829	-0.0088
c0023	pop08	-0.44055	-0.18522	1.07398	0.55975	-0.64323	0.68481	-0.75205	1.01747	-0.84442	-0.74955	-0.8886	-0.46798	-1.44919	0.39394	0.5474	0.02229	1.28067	0.2583	-0.97515	-0.43457	-0.01746	-1.46624	0.06004	1.23232	-0.53781	0.46307	-0.98255	1.01213	-0.09975	0.51249
c4850	pop06	0.84553	3.49684	5.86346	1.28867	-1.26857	0.11175	2.05722	-0.4088	1.10399	1.00653	-1.39563	0.70789	1.72144	-0.75383	-0.59124	-1.04608	0.22043	0.27321	0.04077	0.50775	-1.29204	1.60864	-0.0778	0.794	-1.23135	-1.81091	-0.68067	-0.17605	-0.50046	1.38329
c4214	pop05	4.56482	5.09079	-0.38464	5.61646	-2.23766	-1.03052	1.21955	0.81363	0.15689	-0.15204	0.05061	-1.02172	0.40242	-0.25879	2.04871	-1.35394	0.59501	0.84155	-0.18397	-0.89169	-0.4117	0.05305	0.99476	-0.1753	-0.80043	0.80819	0.55011	0.12746	-0.18537	0.21872
c1879	pop08	0.84923	1.33262	0.36741	1.35	1.77196	1.34335	1.60991	0.31335	1.40117	-0.26563	0.56417	1.15928	-0.91523	0.71525	0.91827	-0.46022	0.46366	-0.25735	1.13873	0.0782	0.31884	0.35082	0.0329	-0.18408	-1.34191	0.75172	-0.87661	-0.37044	-0.6521	-0.51286
c1469	pop08	0.40977	0.94838	1.09315	-1.80577	2.04592	-1.66502	-1.483	0.7373	0.08919	-1.22616	1.21671	-2.05245	1.5081	0.08508	-1.50364	2.76876	-0.97521	1.58811	-1.02322	-0.89927	1.9307	1.07957	0.62942	-0.2668	0.25729	0.07262	-0.05395	1.42624	-0.87628	0.57631
c4996	pop01	-1.19643	0.01974	2.38504	0.43476	3.85082	-0.87708	0.25323	-1.49612	-0.47232	-0.45207	1.5421	0.71709	0.29671	-0.49034	-0.10568	-1.09596	-1.77122	0.6888	0.16816	1.38145	-0.62116	-0.23059	-0.2523	-0.64278	-0.38578	0.42789	-1.23364	-0.74829	-0.60856	-0.10156
c4275	pop05	4.76549	5.27162	-1.18398	3.74012	0.63371	0.80202	1.68854	0.63207	-0.35863	-1.03494	0.5818	0.56592	2.2123	1.20974	0.70122	0.56282	-0.56778	-0.57397	0.83378	0.25093	-0.76982	-0.56231	1.37224	0.4973	-2.03626	2.57587	-0.01027	-0.79189	0.36755	1.41893
c3947	pop04	-0.55355	4.51665	0.69045	4.2232	-0.17904	0.02732	0.0058	0.02581	0.6392	-1.13099	-1.01811	1.42425	-0.8422	2.05631	-0.01803	0.07924	0.91397	1.3146	0.6072	0.98545	0.62177	-0.48752	-2.09939	-2.54708	0.96367	-1.90626	0.99469	0.64166	0.47225	-1.3344
c0053	pop08	-1.10889	1.09936	-0.85902	-1.62261	1.11742	-0.7052	-0.75107	-0.91258	1.26452	-0.56134	-1.28485	-0.17932	-0.62157	-1.06061	0.4046	-2.58168	-1.3581	3.22677	1.27549	-1.25938	-0.73461	0.61939	0.52793	0.50836	-0.27031	-0.43439	0.40928	0.74322	-1.45478	1.43627
c0424	pop08	0.16606	-1.68261	1.56177	0.66677	1.22347	0.85204	1.29556	-0.3734	0.63987	-0.18087	-0.18016	-0.92562	0.56817	1.12524	0.8879	0.28907	-0.31287	1.09999	-1.91952	1.49628	-0.42364	-1.15182	-0.79474	-1.15353	0.81685	0.18437	0.84014	-0.40432	-0.03388	-0.57374
c2309	pop08	-0.21176	-0.89116	0.11254	0.19432	-0.58686	0.19959	-1.46094	0.54256	-0.19194	-0.127	-1.10992	1.50314	1.41171	-1.88316	0.53064	-0.76107	-0.19466	0.46588	1.49001	0.47388	-0.2559	1.85591	-0.19575	0.02519	-1.87385	-1.38344	-0.65633	-0.11925	0.00942	-0.17364
c2648	pop02	4.45953	6.45396	0.15108	0.33733	0.13481	-0.62155	-0.05771	0.72903	-0.99973	-0.55863	-0.32743	-1.13469	1.79205	-1.57862	0.18913	-1.47754	-1.54379	-0.53585	-0.28407	1.27283	0.53052	2.31361	1.50321	1.64168	0.43208	0.36769	0.10799	-1.85403	-0.01031	-0.14834
c3385	pop04	0.03024	2.78598	0.70224	3.83016	-0.16791	1.83729	0.94526	0.02612	0.31167	-0.02581	0.8168	0.62653	-1.39204	-2.07247	0.72849	1.29011	-0.35339	-0.30967	-0.17551	0.11721	-0.21517	-0.73684	0.88654	1.27272	0.03134	0.89711	-0.3194	0.06639	3.19241	0.06652
c2054	pop08	-0.51143	0.00509	-0.37841	0.38965	-0.68527	1.59822	0.87841	-1.42751	0.73645	0.28222	0.09115	-0.28253	-0.24464	0.07413	0.40931	0.9275	2.34928	0.03336	-0.52001	0.37026	-2.36254	-0.26167	0.25359	0.27926	-1.08676	-1.8041	0.03054	-2.15848	0.09452	-1.68203
c3441	pop04	1.64015	6.29157	1.34252	6.67595	-0.90271	1.37912	-0.97974	-0.02951	0.26538	-1.03054	0.03051	0.01764	-0.93708	-0.36137	-0.83279	-0.06288	0.63837	-1.19241	0.64789	-0.87619	-1.21073	1.23718	1.37186	-0.59035	-0.82662	1.93157	0.61406	-0.83124	-0.57491	-1.33275
c4211	pop05	3.6146	6.43762	1.0964	4.49216	0.04413	-0.77438	1.07473	-2.85611	1.23108	0.93313	-0.2684	-1.88448	-0.09927	0.87942	-0.76564	-0.25989	0.36568	-0.74894	-1.19169	1.03265	-0.2826	1.98594	0.83841	-0.02639	1.04063	0.94926	-1.05424	1.36779	-0.31377	1.21628
c3953	pop04	-0.64982	4.6095	-0.17261	4.35488	-0.60531	0.01388	1.3359	0.25343	-1.95069	-0.15967	-1.82802	0.91102	0.78848	0.54567	-1.78391	0.25637	-0.94981	-1.72075	0.90976	-0.40845	-0.83133	0.09641	2.33404	-1.20835	-0.61675	1.93056	1.27832	-0.31771	-0.26987	1.24639
c4981	pop01	-0.62513	-0.82068	-1.20306	-0.81372	3.92753	-0.99725	0.21178	0.09808	0.25346	-1.46148	0.30998	-1.55995	1.65922	0.59856	0.66056	0.00928	0.43952	-0.62854	-1.14761	1.14666	-1.06695	-0.1888	-0.01456	0.2694	-0.01996	-0.78195	0.62109	1.95901	-0.44969	0.76908
c0421	pop08	-1.23686	1.68078	0.69513	0.33133	0.4616	-0.01762	-0.91296	-0.58083	-0.39782	0.41337	0.72573	2.0892	-0.37052	-1.95181	-1.12549	1.66526	0.35837	0.89354	-0.78791	-1.87571	-1.18009	-0.50745	-0.49306	1.24562	-0.28189	-0.51739	0.07564	-0.34257	0.23989	-1.53571
c0280	pop08	0.31905	-0.91732	1.1111	0.71329	-0.64374	-0.90994	0.14069	-0.50338	-0.78249	-0.03933	0.05108	0.71088	-1.73954	-0.05575	-1.98514	-0.13791	-0.50774	-0.32643	0.48078	1.13928	1.79322	1.40767	-0.7692	0.77422	-0.42259	-0.1557	0.63086	-1.78788	0.6099	-0.40551
c0798	pop08	-0.54222	0.89952	0.27624	0.27431	0.54043	-0.93664	-0.67121	-1.18601	-0.9227	3.08977	2.31008	1.14562	-0.80703	-0.27424	0.17725	0.44442	-1.59583	-0.76846	0.2145	1.73844	-1.26058	0.04202	0.93964	0.27815	0.22318	-1.18566	-1.07338	-0.31994	1.36509	1.95596
c4967	pop01	0.5263	-0.70414	1.31357	-0.05388	3.67251	0.49571	-0.48658	0.32845	-0.61557	0.48635	-0.22951	0.58513	-1.69295	2.18623	-0.10961	-0.31133	1.05424	0.31729	-0.20837	-1.52145	-1.69984	-2.64455	-0.39457	0.53495	-0.55551	0.24873	1.34231	1.24898	2.58774	-0.09557
c0004	pop08	-2.3457	-0.28734	0.14092	0.85325	0.26103	-0.36135	-3.44294	1.22644	-1.07644	-0.69628	-0.61527	-1.39888	0.20851	1.13525	0.76936	0.1342	1.8481	-2.24711	0.13572	1.73024	-1.23024	-0.44786	-0.58345	1.12989	-1.39018	1.27922	-0.02992	1.39099	0.2463	0.88776
c2060	pop08	-0.82534	0.98124	-0.99086	-1.58392	-0.1256	-0.31011	-0.78498	0.1661	-2.23127	0.57533	-0.12007	0.36281	-0.53102	-0.10331	-2.64132	0.34581	0.73333	1.37668	0.63941	2.40529	-0.4926	1.10059	0.25211	0.10523	1.05943	0.44307	-1.33935	-0.52457	-0.02532	-0.74987
c2788	pop02	6.69783	5.11666	-0.74157	-0.56901	0.02435	-0.11329	-0.96366	-0.13595	0.89368	-0.0304	1.30696	-2.49958	-0.34401	-0.17217	-0.28038	-0.06767	-1.88044	-0.21545	1.32412	-0.80927	-0.56944	1.91135	1.5926	0.18118	0.6076	-0.52376	1.70692	0.07635	0.30431	-0.10626
c0854	pop08	1.39906	1.4164	-0.00193	-1.1194	0.70347	1.08984	-1.99771	-2.54775	0.04015	0.39287	-1.07971	0.56262	-0.75335	0.56153	-0.26435	-0.41303	1.85786	1.23369	-0.98715	1.26825	1.98498	0.72451	-1.46299	-0.64936	0.37789	0.10361	0.40891	-1.84451	-0.60747	-0.31465
c2825	pop02	4.46308	5.23514	-0.57082	-0.29597	0.48141	0.60139	-1.38714	-0.40804	1.34917	-0.45195	-1.1097	0.80948	-0.74291	0.40977	-0.05745	0.88866	0.68094	0.05302	0.58163	-0.82184	-0.82059	-0.10054	-0.7062	-0.05966	1.21806	0.78	0.32823	0.42845	-1.45068	1.84265
c2349	pop08	-1.169	-0.97737	-1.06456	1.9169	0.19263	0.28329	-1.62701	0.42371	0.51727	-0.11558	1.5815	-1.5716	-0.24123	0.94377	0.35504	0.07344	-0.84769	-0.65371	-1.30842	1.28987	-0.12167	-1.55342	-0.15473	0.11599	0.28627	-1.26217	-2.1541	0.68077	-0.6079	0.12409
c3162	pop03	6.06279	0.77908	3.51798	2.49209	0.4964	0.05992	-0.15259	1.18703	0.608	-0.0734	0.10556	-2.24927	2.39512	0.51442	-0.83533	-0.34437	-0.05722	0.20602	0.47107	-0.16203	0.51605	-0.16175	0.47008	-0.64211	-0.19673	1.74778	-0.90014	-0.30367	0.72409	-0.00092
c1663	pop08	-0.97667	0.42976	-0.27963	0.35652	-1.36489	-0.8999	-0.14294	-1.35666	-0.43285	1.51264	-0.63193	0.15542	-1.38185	-1.23329	-1.23824	0.52586	1.58376	0.821	0.11579	0.75183	0.18789	0.63138	0.59755	0.92418	-0.73713	0.2563	1.49056	-0.9222	1.47218	-0.07739
c4948	pop01	-0.08551	0.70406	0.80966	-1.03886	4.49015	2.55978	0.99424	2.11364	-1.17687	0.28219	-1.31417	-0.51698	-0.45628	-2.74471	0.27661	-0.48377	1.50221	-0.28708	-0.66511	-0.28506	-0.59091	-1.06531	-1.35409	0.50047	1.22221	-2.55609	-1.26843	0.76942	-0.03576	-0.44301
c1056	pop08	0.38765	0.93792	0.35679	-1.63582	-0.12692	1.29733	0.8529	1.5388	0.50189	-0.07657	0.88222	1.07016	-0.66561	-0.44923	0.0078	-0.01464	-0.2871	0.26808	1.12121	1.13406	1.34898	-0.47189	-0.65736	0.53434	0.62541	0.80488	-1.23357	0.67881	-0.96475	-1.06828
c3762	pop04	0.55902	5.46843	-0.34088	5.38278	1.11285	1.21544	1.64979	-0.46902	1.60912	-0.95285	-1.54716	-0.99404	-0.18766	0.53579	-2.32536	0.43592	-0.03313	-0.17541	0.71611	1.44778	0.90381	-0.74834	0.08943	0.15771	0.74331	-1.0095	1.5612	-0.15435	2.39645	-0.23425
c2936	pop03	3.29011	1.64864	5.19591	0.92374	0.31055	-1.34961	-0.36298	0.63048	-0.90339	-1.03934	0.55761	-0.78852	0.04784	1.12622	0.09062	0.51909	2.71213	1.52084	-1.50587	-0.06753	1.49674	-0.99184	-0.69185	-0.86288	1.27188	1.28434	1.40561	-0.92967	-0.90841	0.37823
c3889	pop04	-0.33668	4.41222	-0.85666	4.40905	0.93752	-1.32947	1.25717	-0.11083	-0.30252	-1.67637	1.04503	-0.98074	0.30475	-0.05898	0.83848	0.20582	-0.74694	-1.0128	0.83519	0.16566	0.65745	0.99889	-0.8036	1.65824	0.28708	-1.12013	-1.36209	-0.51483	-0.01649	1.04626
c1570	pop08	-0.05005	-0.70746	-0.36849	-0.96684	0.38988	-0.41391	0.60484	-0.2748	-1.04887	0.36058	0.35688	-0.21969	1.08048	-2.38953	-0.70572	-1.76463	-0.62475	-0.65873	0.63441	-1.11338	-1.31982	-1.74972	0.14603	-1.11723	-0.00305	-1.09799	0.29185	1.39304	-0.20898	1.99746
c2609	pop02	4.87975	4.81513	0.0221	-0.69948	0.61031	-1.53469	0.72594	0.27095	-0.36861	1.27906	0.23746	0.67783	0.58712	0.73219	0.89385	-1.71299	0.93836	-1.61256	-0.13241	0.25462	0.44719	0.54125	0.22865	-1.25958	-0.02222	0.73408	2.25551	0.3762	0.44064	1.82887
c4739	pop06	-0.78158	4.96038	5.56796	0.93378	-0.71345	-0.251	-0.8014	1.0306	-0.7074	0.61372	0.31658	-0.44559	0.4315	1.11565	-1.174	0.76184	0.30455	0.7243	0.61063	0.68222	-0.87048	-0.68245	-1.07225	-0.97557	0.43336	-1.29191	-1.55508	-0.99058	0.68602	0.02411
c2746	pop02	5.08549	5.41561	1.64212	-0.70343	-1.33401	-0.9802	-0.82324	0.24612	-0.67509	-0.25357	1.07757	0.23281	-0.81111	-0.00428	1.39863	1.08641	-0.9286	-1.49941	0.85142	-0.94595	0.25886	1.23291	-0.40884	-0.08077	0.42592	-0.95088	-0.95984	-0.13389	-0.15662	3.06344
