id	pop	Mrk1	Mrk2	Mrk3	Mrk4	Mrk5
c1307	pop08	0.66913	-0.16107	-1.77294	1.10093	0.57549
c2491	pop08	0.16176	1.22905	-1.89481	-0.28792	1.04762
c1591	pop08	0.11006	0.35966	1.31866	0.93428	-0.58311
c4371	pop05	4.16302	4.80086	0.18477	5.55442	-0.49456
c3900	pop04	-0.38569	4.28549	0.91177	4.99625	-0.50522
c4734	pop06	-0.16888	3.05681	6.35443	0.16523	-1.51995
c4915	pop01	-0.5498	1.4198	1.74373	0.3152	6.16957
c1008	pop08	-0.22449	0.39335	0.49793	0.29964	0.45495
c1262	pop08	1.42881	0.82765	0.91121	-0.09878	1.65513
c1931	pop08	-0.2137	-1.38993	-0.62908	-0.38213	2.08929
c0075	pop08	2.07027	-1.51318	-0.06027	1.06445	-0.43929
c1116	pop08	0.44517	-1.38213	1.23372	-0.01195	-0.21737
c2577	pop08	-0.75812	1.85943	1.83424	0.15639	-0.77998
c0508	pop08	0.49183	-0.09231	1.50053	-1.31009	-0.31018
c0453	pop08	1.36754	1.44085	-1.00172	-0.70346	0.26365
c4213	pop05	5.10374	5.23907	-1.73698	5.43214	0.36837
c1128	pop08	-1.73149	0.07091	-0.85017	0.19178	0.53196
c2256	pop08	1.81238	-1.50901	-0.48844	-0.36391	-0.80935
c4779	pop06	0.72351	4.2364	6.19681	-0.82642	0.62003
c2836	pop02	5.09979	3.12931	0.11283	-0.31898	1.18881
c3499	pop04	0.05848	5.37284	-0.59229	6.92944	-1.03872
c2883	pop02	6.32299	5.41816	1.49119	0.97631	-0.66353
c1581	pop08	0.39253	0.85634	0.51901	0.80983	-0.00084
c0321	pop08	0.14313	-0.44199	-0.78182	-0.69745	-0.80365
c1653	pop08	-0.05147	0.25266	-0.11612	-0.07347	-0.36024
c0505	pop08	1.78261	0.69456	0.37537	0.84023	-0.2103
c4313	pop05	4.87446	3.13813	-1.8542	3.63147	-0.16091
c0495	pop08	-1.11302	0.5121	-0.60313	-0.89868	1.56032
c1392	pop08	-1.08247	-0.01675	0.06567	-0.15263	-2.2469
c0957	pop08	-0.99494	-1.72703	-0.97506	-0.60779	1.40012
c2011	pop08	-0.81985	-0.68699	0.74478	-0.13255	0.3803
c2209	pop08	-0.54718	0.36628	-0.55216	-0.53214	-1.07872
c1738	pop08	2.30642	0.17554	0.5267	0.86609	-0.52388
c2816	pop02	6.02116	5.67087	1.87521	0.19584	0.33465
c1308	pop08	-2.19051	0.18215	0.05517	-0.56539	-1.65927
c4026	pop04	0.66242	5.21583	0.64314	4.40747	0.26759
c3854	pop04	-0.77686	4.13085	-0.61483	4.35566	-0.53033
c0009	pop08	-0.56445	0.76295	-0.4276	-1.29625	1.418
c3631	pop04	1.29496	4.02876	0.91058	3.60752	-1.09484
c3224	pop04	-0.6323	2.5482	-0.87168	4.70049	-1.3807
c1280	pop08	-1.61447	0.26002	0.64128	0.27468	0.77107
c2838	pop02	3.43176	5.32692	0.35963	0.58902	0.5897
c0539	pop08	-0.41106	1.94598	-1.41179	-0.88308	1.50004
c0938	pop08	2.04668	0.26688	1.48284	0.20114	-0.48103
c2758	pop02	5.21527	4.87305	0.39252	0.28207	-0.56687
c4289	pop05	6.01589	5.76855	-1.91629	4.05722	-0.82994
c4699	pop05	4.82233	3.81352	0.64358	5.79694	-0.08677
c1481	pop08	0.98511	0.21387	0.58838	-0.05487	-0.47103
c1691	pop08	-2.01986	-1.08454	-0.35511	-0.52344	-1.31939
c2104	pop08	2.17521	-1.50852	0.52557	-0.48905	1.18616
c0391	pop08	1.59723	-1.17523	-1.07118	-2.12608	-0.66666
c4164	pop04	-1.13297	3.09986	0.16577	5.64631	0.54517
c1398	pop08	-1.34051	0.53237	-0.36789	-0.26113	0.19684
c4583	pop05	6.09506	3.4305	0.59913	4.04601	1.32116
c2793	pop02	6.16452	7.45497	0.10808	-0.2422	-0.57847
c0766	pop08	1.4217	-1.92665	-0.23128	-2.09116	-0.02269
c4918	pop01	0.82815	-0.78184	-0.35983	0.46064	5.57314
c2376	pop08	-1.94934	-1.14455	1.08475	0.58134	-1.08341
c0774	pop08	1.07777	1.42426	0.7295	-1.30451	0.71972
c4434	pop05	5.18182	5.02741	-0.39189	2.89268	0.26071
c1213	pop08	-1.00201	1.23361	-0.10746	-1.3897	0.34963
c4114	pop04	-0.84029	4.51181	-1.59336	4.58978	-1.25413
c3558	pop04	-0.88802	4.94624	-0.58532	5.56049	-1.61523
c1590	pop08	-2.0468	-0.80507	-0.37352	-0.71409	-0.86345
c2368	pop08	0.05408	0.72528	0.56471	-1.12173	-1.58118
c0148	pop08	0.27589	-1.31496	-0.44406	1.41397	-0.02546
c4488	pop05	4.66518	5.99023	2.40411	3.8093	-0.34911
c2365	pop08	0.78011	-0.66263	1.05232	-0.33883	1.09933
c4191	pop04	0.584	5.20139	-1.92912	3.98021	-0.70161
c1005	pop08	0.70295	-0.30634	0.3733	-1.37156	-1.47471
c0977	pop08	-0.43852	-0.37598	-1.68111	0.92314	-0.84572
c0684	pop08	-0.74769	-1.54509	-0.17314	0.3833	-0.52617
c3922	pop04	-0.45392	4.3207	0.02972	5.32104	0.38847
c0839	pop08	-0.57555	0.28714	-1.11011	-0.3094	-0.55117
c0097	pop08	-1.13461	-0.71264	-2.28612	-2.60871	1.75239
c2585	pop08	0.84708	-1.62735	-1.31536	0.83161	0.09042
c0306	pop08	-0.64903	1.2126	0.62008	-1.44681	-1.0619
c0059	pop08	1.60591	-0.52069	0.66061	0.82308	1.27669
c0856	pop08	-0.50633	0.02262	0.76268	-0.89557	1.73059
c1289	pop08	1.11851	-0.15715	0.25076	-0.48701	2.37583
c4994	pop01	-1.13149	-1.83042	1.35411	-1.56562	4.30726
c0597	pop08	-0.30045	0.39603	0.64111	-0.60766	-0.07056
c4889	pop06	1.56964	4.83528	6.38398	0.56633	-1.53992
c4907	pop01	-1.23613	0.32118	-0.17726	-0.50937	4.88942
c3533	pop04	-0.40445	6.04385	0.53851	5.54063	0.48934
c2620	pop02	5.14584	3.92107	0.3652	0.21011	0.71803
c3992	pop04	-0.82929	6.15714	-0.32518	4.76692	-0.34426
c4611	pop05	3.0479	4.25535	1.42702	5.23659	1.88915
c3179	pop03	5.21746	-1.14531	5.56574	0.75823	-0.05621
c3958	pop04	0.11965	5.99556	-0.15859	3.96381	0.43348
c1826	pop08	-0.38031	-0.11267	-0.09407	-2.59291	-0.00581
c2700	pop02	5.86218	4.70363	0.7763	-0.49637	1.17365
c1787	pop08	-1.13106	1.63536	0.46399	-0.81595	0.91911
c1048	pop08	-0.01307	1.11745	0.33905	-0.62018	1.54652
c0032	pop08	-0.47559	0.08439	-0.96077	0.56146	2.07836
c0083	pop08	-1.3723	-1.26108	0.91278	0.10198	1.10341
c0893	pop08	0.72948	1.09623	2.10782	-0.58947	0.52436
c4000	pop04	-0.9327	5.16218	0.89155	4.85725	1.58414
c3557	pop04	-0.23074	4.68872	1.63906	5.49369	0.06515
c1564	pop08	-0.6367	-1.39808	0.51752	0.84335	-0.57021
c0580	pop08	-1.01372	-0.84166	1.44974	-0.87992	1.55493
c1367	pop08	1.57429	0.4627	0.84058	0.07495	0.50852
c1432	pop08	0.97463	1.11462	0.88792	-0.69783	-1.10366
c2150	pop08	-1.46959	-0.11181	-0.72295	-0.11948	-0.03596
c1178	pop08	0.41707	-1.17132	-0.77652	2.04567	0.6257
c2971	pop03	4.36366	-0.22354	5.79419	0.04722	0.3349
c3509	pop04	-2.38291	4.581	0.13393	4.88136	-0.3164
c2538	pop08	-0.60344	-1.35466	0.44269	-0.44242	1.0042
c1165	pop08	-0.62536	-0.41894	-0.58821	-1.38441	1.16643
c3140	pop03	4.38077	-0.13317	4.74055	0.09229	-0.00772
c2336	pop08	0.27733	-2.21873	-0.54945	-1.31747	1.51572
c1977	pop08	-0.7948	0.17345	-0.25184	0.45222	-1.31574
c2274	pop08	0.67903	0.08829	0.53451	-0.27596	0.10924
c1170	pop08	0.13891	-1.45089	-1.14666	-1.59664	0.08259
c2456	pop08	-0.60799	0.47044	-0.02732	1.08067	0.04967
c1455	pop08	-2.00187	-1.04044	-1.4514	0.31434	0.28013
c4627	pop05	6.16872	4.53455	-1.89545	4.01332	0.00085
c3025	pop03	4.11388	-0.99757	4.93251	-0.69104	-0.60716
c1143	pop08	-0.06013	0.83025	-0.49016	1.42114	-0.39336
c0753	pop08	1.20848	1.18935	1.15728	-0.68869	0.21167
c1932	pop08	0.95784	0.23621	1.95423	-1.23078	0.33901
c0647	pop08	-0.11524	-0.59363	1.15652	1.05487	0.04975
c1036	pop08	-0.90366	1.32136	0.47205	1.35916	1.87161
c4927	pop01	0.28756	-0.06094	-0.51697	0.19289	6.92647
c1296	pop08	-0.65452	-0.80095	0.62751	0.61023	-0.45713
c2773	pop02	3.43151	5.04623	-1.42328	0.79648	-0.34867
c4078	pop04	-1.3561	4.96637	-1.02703	4.07636	0.80528
c0173	pop08	-0.33266	-1.4187	0.56614	0.79064	-0.37071
c3683	pop04	-0.64967	3.158	-1.36209	4.85228	-1.29693
c2974	pop03	5.80971	-0.92195	3.94781	0.50326	-0.47015
c3257	pop04	-1.341	5.0661	-1.66865	4.44414	0.59369
c4914	pop01	0.85857	-0.36752	-0.26444	1.04835	5.26493
c2813	pop02	4.52982	4.14608	0.20071	0.48673	-1.29386
c1623	pop08	0.0384	2.12103	2.07321	-0.92679	-0.45197
c3840	pop04	0.98465	5.42414	-0.7285	5.10401	-0.29721
c3280	pop04	-0.90002	4.24843	0.58843	6.28713	0.75881
c0845	pop08	-0.26881	0.8758	-1.16061	0.95261	-1.964
c3523	pop04	1.27069	3.94857	-0.15759	5.17882	-0.4436
c4126	pop04	-0.8737	5.72907	0.97591	6.25333	-0.96726
c0476	pop08	0.54761	-0.48934	1.46603	2.10923	-1.0641
c2928	pop03	5.02961	0.1774	5.06832	-0.02614	0.0858
c3193	pop03	3.01007	0.5305	2.77031	-1.02993	-1.27624
c0611	pop08	-0.63207	-0.15354	0.00554	-0.07837	0.21573
c0997	pop08	0.54986	0.22781	0.32159	1.08851	1.69932
c3667	pop04	0.26964	5.79248	-1.22526	3.3176	1.2633
c2088	pop08	2.27648	0.68238	-0.85739	-0.20716	1.11728
c4683	pop05	5.92874	5.42832	0.68486	4.43301	-0.29724
c4235	pop05	4.67486	7.07799	0.14349	5.40841	0.637
c3820	pop04	0.61714	3.7016	1.83484	5.67791	1.15366
c2087	pop08	0.04177	-0.77534	0.70059	0.35074	-1.22463
c1013	pop08	-1.20055	-0.33465	0.0097	0.36036	-0.16309
c0271	pop08	-0.30461	1.44448	2.32055	2.75457	0.40265
c3597	pop04	-0.75553	6.13054	0.59133	4.82637	-0.81157
c1155	pop08	0.79172	-0.97408	-1.25514	0.0677	-1.38189
c0729	pop08	0.11366	-0.08116	0.67944	1.05059	0.71052
c3536	pop04	-1.04686	3.63492	1.30319	4.4316	-0.60268
c3058	pop03	4.92164	-0.65443	4.2538	1.09	-1.70941
c2142	pop08	1.484	0.38421	1.61461	1.46246	0.13572
c4210	pop05	3.40829	5.2734	0.18339	4.42349	1.16165
c4894	pop06	1.04451	3.87273	5.03093	-1.78741	-0.8944
c1966	pop08	-0.42515	-0.23267	0.24696	0.51036	0.24283
c4457	pop05	5.94365	4.90352	1.37445	5.88619	-0.20236
c0448	pop08	-0.4084	1.43001	-1.17784	-0.08882	0.07398
c3215	pop04	-1.0057	5.72285	0.7087	4.22782	0.48459
c0194	pop08	0.48781	0.46732	0.23112	1.20619	-0.01815
c2388	pop08	-0.70855	0.01394	0.68575	2.07828	0.65667
c2328	pop08	-0.86246	0.60208	-1.64117	-0.9118	-0.02272
c0695	pop08	0.12909	-0.26019	1.68632	-0.62275	-0.88549
c0215	pop08	-0.41575	0.35201	1.87221	0.73239	-0.5645
c4581	pop05	4.43859	5.69591	1.12336	4.99906	-1.21396
c1256	pop08	-0.76845	-1.55792	-1.19638	-1.88891	-0.18553
c4989	pop01	-1.68358	1.02353	-0.01419	-1.41291	5.3626
c2863	pop02	5.12088	4.72751	1.16038	-1.25624	0.82689
c3591	pop04	-0.28258	4.14339	-0.16584	4.6094	0.23239
c0921	pop08	-0.53766	0.19977	-0.01201	-0.67645	-0.9142
c4511	pop05	6.06731	5.2179	0.07258	4.05521	0.76885
c4862	pop06	-0.66281	4.22401	4.81251	-0.66791	0.76971
c1319	pop08	0.11821	0.28534	0.13402	-2.72906	-0.25084
c1585	pop08	-0.21991	-0.2304	0.79036	-1.02335	-0.11152
c3147	pop03	5.64051	-0.09938	3.29906	0.63161	0.29193
c1795	pop08	0.61826	-0.26783	-1.1769	1.17208	0.08327
c1209	pop08	0.14495	0.93083	-0.24576	0.35411	-1.33785
c3974	pop04	0.35943	5.84055	-0.15538	4.94668	-0.06894
c3471	pop04	0.64995	4.96585	0.16048	5.73384	-1.58248
c1698	pop08	0.55185	-2.32515	2.77662	0.18677	0.99817
c3184	pop03	5.27899	0.53577	6.02195	0.63191	-1.30753
c3278	pop04	0.5121	6.38043	-1.9132	6.30969	0.50837
c0182	pop08	-0.09979	-0.37005	-0.73203	-2.1901	0.52419
c1789	pop08	0.26927	0.64165	-1.53439	1.26941	-0.39345
c2481	pop08	0.77213	0.52758	0.62598	1.69808	1.59257
c2363	pop08	0.24452	2.27658	-0.18153	0.54159	-1.23976
c0291	pop08	0.98544	-0.93216	-0.76659	0.3027	0.43258
c2157	pop08	1.33053	0.39074	0.34804	0.64887	0.70269
c4424	pop05	4.42729	5.11603	1.37936	3.50747	0.27273
c2319	pop08	0.16067	0.33079	-1.2662	-0.54602	1.51434
c1969	pop08	-1.33679	-0.08491	-1.46371	0.18881	0.95648
c2321	pop08	-0.76058	0.30799	-0.24876	0.21641	-0.4557
c4573	pop05	4.16017	3.73834	-0.11269	4.84634	1.68691
c4534	pop05	4.8139	4.9933	-1.3328	4.26443	0.27709
c1814	pop08	-0.66864	-1.1639	0.03029	0.72324	-1.15668
c2743	pop02	4.33736	5.47649	-0.16393	-0.59939	-0.25774
c3339	pop04	0.68896	4.62038	0.6393	3.64779	-1.1262
c3124	pop03	5.3956	1.27473	6.74491	1.19315	1.1142
c4782	pop06	1.57682	4.59303	4.59096	-0.29817	0.65539
c4042	pop04	1.34335	3.55938	-0.26175	7.1351	0.18579
c0932	pop08	0.95905	0.90791	-1.04893	-1.55974	-0.27577
c4238	pop05	5.63419	4.80505	0.86126	2.14484	-0.37854
c2035	pop08	0.45767	-0.39161	0.46947	-1.23629	-0.94062
c0234	pop08	0.11685	0.21568	0.1481	-0.3452	0.78627
c4130	pop04	0.20131	4.67879	0.14903	4.68678	-0.38287
c1004	pop08	0.63537	0.01689	-0.93727	-0.01854	0.80154
c1756	pop08	0.54002	0.75478	2.09135	0.31365	0.77214
c0322	pop08	0.02419	-1.76203	0.40367	-1.22153	-1.37237
c0466	pop08	-1.05468	-0.5408	-1.03477	0.41593	0.42808
c0804	pop08	1.81096	-0.07002	-0.96497	-1.45516	-0.18766
c1684	pop08	-0.66358	0.73661	0.26071	-2.65405	0.43177
c3289	pop04	1.15526	5.3687	-1.43025	6.04298	-1.95103
c2005	pop08	-1.65589	1.38454	0.23946	0.19218	-0.83506
c3433	pop04	0.71787	5.94575	0.94472	5.54254	-0.04764
c4694	pop05	6.23163	4.05027	-0.33453	6.32603	-1.5037
c2590	pop08	-0.11837	1.31303	0.84306	0.26062	1.01416
c4585	pop05	6.17249	4.51182	0.94423	4.588	-1.70435
c4953	pop01	-0.10364	-0.35688	0.12824	0.48548	3.53435
c0956	pop08	0.60339	0.28774	-0.49782	1.70631	0.05781
c3059	pop03	6.08664	1.12905	5.20201	-0.93677	-0.02751
c0961	pop08	1.65404	1.08292	0.17797	-0.63764	-1.56607
c0431	pop08	-1.2229	-0.79677	0.13981	-0.39991	-0.95714
c4572	pop05	3.7826	6.02106	-0.49534	4.42961	0.0317
c3334	pop04	-0.55952	7.23211	-1.14249	5.61339	-0.42249
c2543	pop08	1.30257	2.284	-0.4103	0.31156	0.12243
c4322	pop05	5.96594	5.531	-2.31582	5.10151	0.02992
c1546	pop08	0.05532	0.93838	-1.61948	-0.63668	1.61083
c2243	pop08	-1.93444	0.27048	-0.82144	-0.00764	-1.4116
c4695	pop05	5.27669	4.70002	0.09166	4.18327	-0.18
c1987	pop08	-0.47044	-0.71094	0.59314	0.68375	0.42209
c3076	pop03	5.37195	1.13554	5.06096	0.68091	1.74741
c1371	pop08	-0.60604	-0.22728	-0.45847	1.58459	-1.77711
c1430	pop08	0.37768	2.00042	-0.79703	0.62915	0.62487
c2404	pop08	-0.65009	0.2374	1.27585	1.1492	-1.09292
c4730	pop06	-1.01819	4.01547	3.85597	-1.20611	-0.55272
c4027	pop04	-0.56866	4.7248	1.05158	7.24105	-1.24505
c2561	pop08	0.37692	0.19948	-0.77594	0.25144	-1.13059
c0989	pop08	0.95383	-0.06951	1.31741	0.76513	-0.65352
c0384	pop08	1.45419	-0.73636	-1.20591	-0.06036	0.49459
c2807	pop02	5.20106	4.28057	0.43195	0.79538	-1.52109
c4604	pop05	4.38824	4.83516	-0.23075	4.93378	-0.35266
c2723	pop02	4.95312	4.87774	0.76275	0.08586	1.6316
c1090	pop08	-0.08457	-1.37395	0.67909	1.67385	0.92402
c4060	pop04	0.11945	5.73321	-0.65312	5.30129	-0.09257
c4086	pop04	1.12147	5.41657	1.09971	5.56016	-0.14514
c0028	pop08	-1.02366	0.88886	-0.78347	-0.40681	-1.35373
c0142	pop08	1.39515	0.32499	0.62529	1.41392	0.85521
c4821	pop06	-0.98732	4.94489	3.64598	0.46688	1.71096
c4673	pop05	6.14759	5.19234	1.61596	6.89285	-1.07531
c4865	pop06	-0.10903	4.39956	4.10621	1.19607	1.70976
c4926	pop01	-0.63174	-0.32078	0.88587	-0.28779	5.75531
c1156	pop08	1.7924	0.63875	-0.29146	-1.1963	-0.54193
c0438	pop08	0.72609	-1.57404	0.52849	-0.88491	2.17021
c1421	pop08	-1.59569	0.49142	0.72684	-0.03178	-1.05382
c3475	pop04	-1.28024	6.75083	0.07827	4.67024	-0.66218
c2341	pop08	-0.14222	-1.2768	-0.35448	1.53564	-1.04504
c0413	pop08	-0.70817	-0.45085	-1.30785	0.23611	0.2746
c1325	pop08	0.82573	0.44663	0.33552	1.28135	0.18495
c3078	pop03	3.15058	0.26358	6.90219	0.38371	-0.56311
c2855	pop02	6.07248	5.316	0.95252	-0.15585	1.05449
c2587	pop08	-0.18634	0.14492	-1.04487	-0.82446	1.02043
c2740	pop02	5.78961	4.01497	-0.25225	-0.98479	0.88567
c0688	pop08	-1.91856	-0.17967	-0.08085	-0.40592	-1.23523
c3066	pop03	5.36034	-0.34565	5.60774	-2.53533	-0.90856
c4452	pop05	3.35285	5.61212	2.16088	5.96837	0.22652
c1340	pop08	1.23393	1.56145	0.89328	-0.14696	1.78337
c4744	pop06	0.13289	4.67975	3.85134	-0.34669	0.27518
c0994	pop08	1.39276	-1.18269	0.73846	0.37455	-1.84768
c2101	pop08	-0.26854	0.03657	0.07389	-0.5016	-2.00925
c3229	pop04	0.20033	4.797	-1.68864	5.10909	-0.12696
c1328	pop08	-0.35213	-0.46555	-1.05691	-0.57841	-0.04431
c2537	pop08	0.87769	-0.55481	0.13481	-0.85809	1.3889
c2902	pop03	6.35451	-0.10493	5.26602	1.02417	0.12761
c4009	pop04	0.70855	5.0644	-1.39623	6.17306	1.99008
c4445	pop05	4.46935	2.26643	0.7228	4.77912	-0.23171
c2253	pop08	-0.49648	0.32579	-1.45681	0.53694	-0.65462
c0056	pop08	0.56306	0.60633	-0.06861	0.51814	-0.15558
c1589	pop08	-0.80088	-0.31952	-0.24201	-0.70379	-0.16464
c1681	pop08	-0.51995	-2.01473	-0.72995	2.12563	2.60385
c2475	pop08	0.11815	-1.62148	0.2078	-0.87057	0.62398
c0117	pop08	-1.24429	0.44618	0.78161	-1.21187	-0.09597
c0422	pop08	0.37414	1.36707	-0.39965	0.16696	-0.28049
c3003	pop03	5.308	-0.92487	5.02171	-2.72434	-0.64716
c0563	pop08	-0.29999	1.09671	-0.1256	1.32038	0.21144
c0827	pop08	-0.13875	0.04189	-1.75205	-1.30198	-2.11337
c4770	pop06	0.48291	5.77937	4.24559	-0.95399	-0.22978
c0481	pop08	-0.74691	-1.53873	-0.61587	-1.1301	1.05533
c2485	pop08	0.17263	-0.52504	-1.24171	1.28731	0.26364
c1006	pop08	-1.90588	0.1619	-2.03103	0.33691	2.03481
c3493	pop04	-1.22608	2.85733	1.6181	5.03898	-0.39617
c2616	pop02	5.84566	4.46725	-0.17074	-1.64001	-0.41556
c3250	pop04	0.73112	6.56699	1.10065	3.99583	0.06749
c0100	pop08	2.12112	-0.08472	-0.37677	-0.85798	-0.96276
c4499	pop05	6.4114	4.87784	-0.1697	5.38256	0.31326
c2176	pop08	-0.91328	0.39319	1.17383	-0.55651	-0.68255
c2097	pop08	0.85921	0.38654	-0.48474	3.72729	0.70516
c0600	pop08	-0.95361	-1.04059	-1.19564	1.39472	-0.67853
c2217	pop08	0.12342	-1.50433	1.37464	0.46615	0.07702
c1798	pop08	1.35294	-0.5514	0.33977	-1.61647	-0.10881
c4152	pop04	-0.66745	5.36626	0.50573	3.73621	0.14313
c3752	pop04	0.60987	4.06946	-1.42009	6.12926	0.47279
c3317	pop04	-1.49424	4.88495	-1.65501	4.46176	-0.3517
c2588	pop08	1.73529	-0.01657	-1.09583	-0.82402	1.27377
c0146	pop08	0.39927	0.84016	-0.03431	2.1336	0.99952
c3374	pop04	-0.01557	5.79107	0.63944	6.72992	0.57189
c0626	pop08	1.72255	-0.58693	-1.18808	0.13917	-1.78397
c1992	pop08	0.33688	-0.17589	-1.11057	-0.15267	-1.29641
c1757	pop08	0.64227	0.87629	0.0751	-0.92462	-0.39082
c0873	pop08	-0.20169	0.25141	-1.03149	-0.19351	0.54772
c2425	pop08	0.05665	-1.58082	0.12682	-1.37844	-1.88226
c3870	pop04	0.28417	3.97298	-1.1308	4.89157	-0.12408
c0708	pop08	-0.9333	-1.03562	-1.88512	-0.51186	0.01703
c1374	pop08	0.08955	1.49855	-0.39497	-0.25822	0.49668
c4315	pop05	4.53709	5.27021	0.00712	7.702	1.40018
c2849	pop02	3.58191	5.64278	0.50233	-0.52199	-0.34492
c4112	pop04	1.88232	5.05266	-1.03041	4.07743	1.02217
c2969	pop03	5.65554	0.60733	5.60579	-0.52105	-0.63137
c2766	pop02	4.36107	5.53291	0.06238	1.01617	-0.49642
c2432	pop08	-0.12009	-1.53879	-0.96806	-0.16925	-0.26772
c2136	pop08	-1.39053	-1.79668	0.39744	-0.30717	1.61248
c3321	pop04	1.03421	5.47706	0.9968	3.04009	-1.00143
c2884	pop02	5.17278	3.19903	0.38554	-0.6904	-2.59694
c1501	pop08	1.79407	0.1	0.04794	-0.92642	-0.30341
c2942	pop03	5.19256	-0.65026	3.49733	-0.07083	-1.10678
c0393	pop08	-0.78135	-0.17171	-1.48895	0.24606	-1.52194
c1425	pop08	-1.37198	-0.03228	0.75837	-0.20947	-0.4861
c1291	pop08	0.56014	0.42072	-0.46663	-0.66297	-0.13285
c0128	pop08	-1.51329	0.5997	-0.70873	-1.43879	0.56597
c4093	pop04	0.92073	5.28133	0.39528	4.83477	0.24302
c0972	pop08	0.05566	-0.0997	0.87558	-0.13262	-0.46108
c3906	pop04	0.67081	6.43676	-0.07295	5.03969	1.18497
c2463	pop08	0.36365	-0.39165	-0.18976	0.20436	0.0906
c0629	pop08	0.99611	-0.38607	-1.05313	-0.86114	-1.05268
c3574	pop04	1.44681	6.90444	0.01297	4.18615	0.13372
c2696	pop02	6.00802	3.04274	-0.20943	1.88535	0.54281
c3897	pop04	-0.80569	4.49085	0.62516	5.79921	-0.90663
c3666	pop04	1.33847	8.35702	-0.51659	4.47441	0.20423
c4420	pop05	5.12359	4.26482	-0.51945	4.66361	0.97371
c3439	pop04	-0.78012	4.88996	-0.5922	3.90403	-0.12711
c4917	pop01	-0.60924	-0.9248	2.13735	2.30523	3.34104
c3315	pop04	0.86933	4.70522	-0.00466	5.36671	-0.43598
c2377	pop08	1.53574	-0.27901	-0.22923	-1.42644	-0.40695
c1169	pop08	1.43527	-1.60531	0.03492	0.54353	0.0781
c4799	pop06	-1.12144	6.52734	3.46769	0.43746	0.48289
c3689	pop04	-0.59805	4.85278	1.05316	6.55781	-0.9233
c1442	pop08	1.26431	-0.47392	1.11934	2.24067	1.21259
c1266	pop08	0.21774	-0.12327	2.43488	0.08128	1.16671
c1971	pop08	-0.59469	0.0046	-0.57575	0.31222	0.00778
c3603	pop04	-1.13462	5.91015	0.66981	3.64854	-0.90072
c2881	pop02	3.7829	5.48881	-0.74842	0.01097	-0.05072
c3968	pop04	1.4404	4.96936	-1.23896	5.61754	0.63312
c0627	pop08	-0.88175	-1.7794	-0.37469	-0.02228	-1.34342
c1748	pop08	1.76644	0.42436	0.37552	-0.66704	-0.21695
c4691	pop05	4.72286	5.40626	-0.82422	6.13392	0.24851
c4856	pop06	1.17823	6.6102	2.25451	-0.82874	0.7998
c3437	pop04	0.27325	4.03204	-0.4984	4.59043	-2.10352
c3383	pop04	1.42023	4.85395	-0.31517	5.77466	-1.06157
c0116	pop08	0.83114	-0.37088	-0.32722	1.10914	1.3471
c0082	pop08	-0.16999	-0.0678	1.40816	-0.74275	0.05254
c1188	pop08	-0.76913	-0.28622	-0.57031	-0.86832	1.82505
c0904	pop08	0.58879	-1.13281	1.24211	-1.2007	-0.08201
c3341	pop04	0.41294	4.68925	-0.99724	5.36723	0.76189
c3902	pop04	-1.13135	4.3614	-0.28087	4.19519	-1.00794
c1059	pop08	0.09532	-0.32919	-0.60717	0.41406	-0.14727
c2254	pop08	1.13795	-1.20053	-0.51378	-1.09626	0.9723
c1220	pop08	1.25632	1.56388	0.221	-0.96573	1.17749
c1949	pop08	-0.208	-1.54244	-0.81448	1.45671	0.89062
c4724	pop06	-0.65115	5.93583	4.36171	0.35796	-1.00166
c0950	pop08	-0.09581	-1.03813	0.89578	0.46945	1.04255
c2451	pop08	1.89925	0.2188	0.80845	0.78609	0.52409
c2057	pop08	-0.23063	-0.24317	-0.39335	-0.69324	0.6516
c2356	pop08	0.5024	1.37025	1.21538	-2.23187	0.36262
c1443	pop08	-0.03401	-1.88541	1.0316	-0.45287	0.09631
c1604	pop08	1.3649	-0.99398	-1.11768	-0.77255	-1.53931
c1933	pop08	-2.37081	0.82226	-0.69355	-1.72846	0.3207
c0406	pop08	0.15344	-1.27154	1.43612	-0.44677	0.61959
c0998	pop08	0.48274	-0.56134	-1.54853	0.22756	1.87357
c0909	pop08	-0.08511	2.48827	-0.40981	1.39228	2.71883
c3125	pop03	6.05909	0.37346	5.38054	2.91557	-1.52391
c2972	pop03	5.51329	0.57834	4.50531	-0.87541	-0.39722
c3027	pop03	5.38241	0.73158	4.38191	-1.17811	1.18231
c3126	pop03	3.02115	-1.89294	3.78143	-0.70022	1.0792
c3216	pop04	1.99764	6.19111	0.25244	2.88652	0.95828
c3815	pop04	-0.55867	5.19703	2.41204	4.80027	0.28119
c1261	pop08	-0.5938	-0.49756	1.00065	-0.65003	-1.89799
c1904	pop08	-0.1696	0.1975	0.69383	-2.0572	0.30276
c1344	pop08	-0.41846	0.85719	1.30723	-0.27216	-0.28762
c0850	pop08	-1.82936	0.41653	-0.05102	-0.13092	0.33802
c1282	pop08	-0.90136	0.95591	1.15349	0.76477	1.29038
c2114	pop08	-0.89216	-0.23081	2.05186	1.10169	0.54773
c3230	pop04	-0.81922	5.65128	2.78695	4.58507	-0.1136
c3767	pop04	0.78643	5.64253	-0.04827	3.99221	0.48319
c4388	pop05	5.71968	5.33466	-0.91469	4.43834	-0.21154
