id	pop	Mrk1	Mrk2	Mrk3	Mrk4	Mrk5	Mrk6	Mrk7	Mrk8	Mrk9	Mrk10	Mrk11	Mrk12	Mrk13	Mrk14	Mrk15	Mrk16	Mrk17	Mrk18	Mrk19	Mrk20	Mrk21	Mrk22	Mrk23	Mrk24	Mrk25	Mrk26	Mrk27	Mrk28	Mrk29	Mrk30
c4210	pop05	3.40829	5.2734	0.18339	4.42349	1.16165	0.32322	-0.2016	-2.0833	-0.2929	0.04616	-0.37766	0.33521	0.09836	0.76595	1.61405	1.94438	-0.95648	2.26658	-0.68764	-1.36695	0.17319	-0.64787	1.35506	-0.15786	-2.27203	-0.39187	0.08065	-1.49062	-2.48073	-0.76875
c4894	pop06	1.04451	3.87273	5.03093	-1.78741	-0.8944	0.87412	-0.3583	2.3629	-0.94963	0.9316	0.11674	1.91512	-0.64233	0.20102	1.07388	-1.18926	-1.2138	1.10171	-0.02905	-1.70893	1.03619	-3.10438	0.50665	0.20344	-0.81024	0.14575	-1.33489	0.4857	0.691	-0.64397
c4457	pop05	5.94365	4.90352	1.37445	5.88619	-0.20236	2.19626	-0.79317	0.99573	0.60104	1.87864	-0.9171	-0.52356	-0.15192	2.55269	-0.30362	0.18204	0.5343	0.80184	-2.52991	1.65612	-0.05527	1.10806	0.88529	-2.34911	0.24805	0.38868	-0.89238	0.78546	0.57255	0.02393
c4989	pop01	-1.68358	1.02353	-0.01419	-1.41291	5.3626	1.83361	0.64743	0.88852	-1.32468	-0.36083	-0.66197	0.89823	-0.4469	0.828	-1.09872	-1.94832	-1.22847	1.37025	-1.12211	0.71745	0.02333	-1.61229	0.83598	0.8853	-1.05601	-1.42653	0.00234	0.25647	0.18069	0.36075
c4862	pop06	-0.66281	4.22401	4.81251	-0.66791	0.76971	-0.09435	0.37761	-1.54985	1.16113	-0.98461	-0.19997	1.42505	-0.73282	-1.49136	-0.24262	-0.03047	0.42507	-1.3071	1.7359	1.80532	0.253	0.67996	-0.669	0.2998	0.89147	0.55944	-0.99126	-0.9881	-0.13716	0.19829
c1319	pop08	0.11821	0.28534	0.13402	-2.72906	-0.25084	0.54296	-1.29545	1.70487	-0.2129	-0.03199	-0.83707	-0.24717	0.22609	0.68748	-0.78409	-0.69904	-1.15067	-0.64667	0.51219	0.23728	0.79342	0.57342	0.09174	-0.06024	0.30606	-1.17125	-0.47131	-2.50962	-0.9812	-0.16888
c1795	pop08	0.61826	-0.26783	-1.1769	1.17208	0.08327	-0.57619	0.03829	-2.15865	-0.18325	0.40718	-0.39112	0.36714	-1.01467	-0.87611	-0.92832	-0.73448	1.24729	-0.11013	-0.82927	1.09695	-0.32118	0.0312	0.00907	0.10631	0.62333	-1.05485	-0.48988	0.66676	-0.24026	0.4068
c3278	pop04	0.5121	6.38043	-1.9132	6.30969	0.50837	-2.37724	2.3953	0.69166	0.03841	0.57415	-0.38654	-0.20863	0.39116	-0.42466	-1.67139	1.06439	1.78531	-1.01859	0.76743	0.82905	0.5846	-0.41455	0.53918	1.94705	-0.2939	1.16177	0.17006	0.513	-0.8927	0.14951
c4130	pop04	0.20131	4.67879	0.14903	4.68678	-0.38287	-0.87056	-1.02617	-0.711	-0.41878	-0.26058	1.08761	0.34873	-0.22048	1.39043	1.827	-0.1566	0.00197	-0.47368	-1.67028	-0.39125	0.99652	-2.02168	-0.01102	-2.14644	-0.17075	-0.37518	-0.13252	0.72387	-1.68366	0.56782
c4585	pop05	6.17249	4.51182	0.94423	4.588	-1.70435	0.48953	0.72984	0.00769	-0.64028	-0.97649	2.23925	-1.32152	-0.81143	-1.45987	0.63956	0.6927	-0.75416	-1.79388	1.41857	0.28006	-0.17949	2.70187	-0.07908	-1.16142	1.00465	0.13788	0.90414	0.64608	1.55286	-1.37736
c4953	pop01	-0.10364	-0.35688	0.12824	0.48548	3.53435	-0.40077	-0.79745	-0.40273	-0.09656	0.789	-0.59262	0.78424	-0.8675	1.54645	2.9671	-0.22799	-0.28227	1.4255	-0.98864	0.44208	-0.38402	1.006	0.34157	0.72097	-0.1691	-0.23451	0.52275	0.94629	1.75403	-0.18999
c4572	pop05	3.7826	6.02106	-0.49534	4.42961	0.0317	-0.65384	-1.56703	0.50372	1.25271	-0.82958	-0.07304	-0.41296	0.80646	0.41059	-0.22907	-0.06862	0.00725	0.06067	-0.24098	1.04438	2.66717	-1.16896	0.31517	-1.56117	1.78668	-0.43151	-0.98065	-1.19479	-1.52262	0.28818
c3334	pop04	-0.55952	7.23211	-1.14249	5.61339	-0.42249	1.16214	0.13594	-0.62374	0.4227	0.23993	-0.44541	0.24904	0.00255	1.28686	0.15441	-0.49169	0.7741	0.89799	-0.77943	-0.42495	0.32604	0.30715	-1.08281	-1.01765	0.71565	0.11119	0.68175	-0.66752	0.63652	-0.84065
c3076	pop03	5.37195	1.13554	5.06096	0.68091	1.74741	0.40409	-0.88836	0.20802	-1.09339	0.44271	-1.07654	-0.4466	-0.55124	0.30183	-0.2487	0.07896	0.51838	0.362	-0.87671	0.21901	0.79302	-1.20796	-0.29165	0.91464	2.85056	0.08972	0.12992	1.41218	-2.04005	-0.48597
c2807	pop02	5.20106	4.28057	0.43195	0.79538	-1.52109	0.41435	-0.19248	-1.27516	-0.60701	0.41683	-0.01119	-0.10538	0.57593	-0.2768	-0.12027	1.29437	-0.62824	-1.33833	-0.50792	0.72974	-0.68939	-0.83232	-1.7539	-2.28468	-0.74495	-0.11787	0.26777	0.22936	-1.3685	1.38722
c2723	pop02	4.95312	4.87774	0.76275	0.08586	1.6316	-0.74703	0.11731	-1.06002	-0.04778	1.24015	-0.28784	-0.79626	-0.32403	1.60913	-0.04829	-0.09476	0.82964	1.46444	1.13974	-0.30209	-0.16097	0.41419	-1.05461	-0.96625	1.14412	-0.67434	-1.61874	0.05016	0.45865	0.60281
c4926	pop01	-0.63174	-0.32078	0.88587	-0.28779	5.75531	-0.41633	-0.57655	-1.4108	0.89968	0.40736	1.55049	0.78871	-0.32925	-0.45418	-0.76249	0.25954	0.12758	1.98385	-0.71504	-0.35255	1.0891	0.55453	-0.41998	0.4508	-0.03611	-0.02448	-0.44399	0.66988	0.00672	-0.83634
c2740	pop02	5.78961	4.01497	-0.25225	-0.98479	0.88567	1.01339	-0.9537	-0.65035	-0.18311	-0.0263	1.48897	-1.50464	0.26635	2.36149	-0.24951	1.26863	-0.18059	-0.29905	-0.08266	-0.03357	-1.69446	0.52533	-0.23328	-1.02999	-1.51116	-0.41153	1.20163	-2.48644	0.53408	1.27601
c3066	pop03	5.36034	-0.34565	5.60774	-2.53533	-0.90856	1.71768	-0.04257	-0.08432	-1.77894	0.14122	-3.56553	-0.20201	-0.3005	0.45341	0.43944	1.10529	-0.37097	0.64099	0.04611	1.02046	-1.41692	0.49977	0.90045	0.47719	-1.0078	1.52992	-0.17566	0.36419	-1.1047	1.374
c0994	pop08	1.39276	-1.18269	0.73846	0.37455	-1.84768	0.97918	-0.33157	0.27541	-1.38722	0.78419	0.72241	1.06897	-1.35211	0.428	-0.2562	-1.66327	-0.39951	0.22107	-1.07963	0.0744	-0.94989	-0.88749	-1.52768	0.5501	-0.01379	0.55134	-1.05911	0.03885	0.70195	-0.4915
c2101	pop08	-0.26854	0.03657	0.07389	-0.5016	-2.00925	0.91808	-1.04976	-1.28449	-0.40945	-0.18824	-0.19792	0.13966	-1.35268	0.64864	2.43685	-0.837	-0.25351	-0.65896	1.00817	-0.46349	-1.13046	1.97743	-0.52956	-0.34205	0.97917	0.12776	-0.91379	1.1323	-0.60648	-0.69724
c4445	pop05	4.46935	2.26643	0.7228	4.77912	-0.23171	-0.873	-1.49402	-0.22323	-0.07162	0.48188	-0.69183	-0.23268	-2.26419	0.71356	-0.31563	1.11104	-0.32432	-3.41884	-0.11561	1.38545	0.50913	1.30823	-0.25325	2.15196	-0.64951	-0.58422	-2.05334	0.48025	-2.02264	-1.10618
c4770	pop06	0.48291	5.77937	4.24559	-0.95399	-0.22978	-1.30377	-0.87486	-0.37352	1.16329	-0.73201	0.43862	-0.37148	0.43408	-1.14431	0.52506	0.7912	-0.65528	0.66682	0.58467	-0.32574	1.15708	-0.44755	1.43478	-0.60831	0.75497	-0.05085	0.64742	-0.10635	0.14645	0.38266
c4152	pop04	-0.66745	5.36626	0.50573	3.73621	0.14313	-1.03302	2.16445	-0.13229	-1.28	-0.43896	0.87709	-0.74937	-0.37636	-1.44007	-0.99583	0.87074	1.51859	0.17977	0.18427	0.37782	0.35174	0.2843	-1.33497	-0.30018	1.01777	0.2095	-0.15289	1.94981	-2.05137	0.45028
c2849	pop02	3.58191	5.64278	0.50233	-0.52199	-0.34492	0.40763	1.78076	0.09275	-1.17011	-0.10288	0.50612	0.22157	-0.25177	0.38275	0.84211	0.12752	-0.06527	0.12938	0.44279	-1.3959	0.35398	0.03211	0.07011	-1.68537	0.93157	0.35234	-2.83868	0.41693	-0.6582	1.28565
c2969	pop03	5.65554	0.60733	5.60579	-0.52105	-0.63137	-0.47765	1.07591	0.82186	-2.58951	-0.38622	0.59958	-0.19207	0.03947	-0.40453	-1.49554	0.02717	0.87072	1.63039	-1.72389	0.82191	-1.84391	-1.2436	2.22806	0.64604	-1.03858	0.83481	0.94488	2.18584	-1.91976	-0.7
c3574	pop04	1.44681	6.90444	0.01297	4.18615	0.13372	0.63015	0.3789	0.53528	-2.11212	0.42062	0.2042	0.71981	-0.394	-0.7848	-0.90149	-0.67018	0.15392	0.6444	0.34451	0.5581	1.36145	-0.3691	-1.23339	0.17792	-0.34278	0.12803	-0.13868	-0.458	-0.31921	0.22945
c4917	pop01	-0.60924	-0.9248	2.13735	2.30523	3.34104	-1.02971	-0.13075	0.30738	-1.82952	-0.07858	-0.44179	0.2887	-0.43724	0.70387	0.41021	-0.89829	0.60146	-0.21477	-0.32824	-1.01787	0.10306	0.1206	0.43992	-0.22472	0.65211	-0.04638	1.42639	0.83487	-1.41262	-0.30238
c4799	pop06	-1.12144	6.52734	3.46769	0.43746	0.48289	2.69942	-1.46259	1.47642	-0.2179	-0.43375	0.41429	-2.93956	0.50616	0.39557	-0.73962	0.24147	0.36065	1.6849	0.76648	-0.51444	-0.90377	0.66145	-0.62914	0.32523	-0.03527	-1.16601	1.76498	-0.39331	0.86458	-0.00998
c3341	pop04	0.41294	4.68925	-0.99724	5.36723	0.76189	0.98696	0.75227	-0.44909	-0.64737	-0.10677	-0.34884	-0.62064	1.457	-0.98771	-0.61427	0.09944	1.06996	2.4407	-1.42827	-0.4003	1.34611	-1.75539	-1.71658	-0.86853	-0.70832	0.63862	0.88119	-1.35852	0.18883	-1.3153
c3125	pop03	6.05909	0.37346	5.38054	2.91557	-1.52391	-0.34878	0.0652	-0.60963	-0.23617	-1.20483	-0.79358	0.38967	-1.0343	0.54994	-0.98117	-0.02594	0.61776	1.60504	-0.59237	1.33805	-1.6952	1.09811	1.32489	0.81736	-1.56427	0.75222	1.17777	-0.29325	-0.04917	0.12875
c0534	pop08	1.63535	-0.35496	0.08912	-0.50842	0.24522	-0.80386	0.3615	0.59129	-0.88951	2.06073	-0.71572	0.76241	-0.15885	0.4762	-0.18144	0.11303	-1.22251	0.73104	-0.74333	1.86483	-0.34565	-1.07077	-1.6839	1.12554	-1.44224	1.04157	-0.54984	1.10564	-1.43006	0.18123
c2645	pop02	3.70048	4.17687	-0.14749	-0.34645	0.52402	-1.74187	-1.30741	-0.41188	0.17517	0.49781	0.32774	-0.92564	-0.82307	2.44195	-2.22437	0.73162	0.3368	1.24092	-0.92026	0.84084	0.41606	1.63568	-0.891	-0.97061	-1.18815	-0.31356	0.11601	-0.79876	-0.3535	-0.15978
c0654	pop08	0.49084	2.12279	1.62526	-0.17855	-1.02566	0.93893	-0.08675	-0.44439	-0.34463	-0.18068	0.5135	-0.40511	-1.34501	1.02268	0.2202	0.01939	0.15334	0.00629	-0.74015	0.63499	0.86145	-0.14092	-0.73307	0.75974	-0.77033	1.6148	0.25082	0.07684	-0.43535	-0.67058
c4789	pop06	1.18031	3.91972	4.76281	0.07126	-2.1041	-0.86911	0.67555	0.73715	0.11783	-0.89358	-0.59798	0.56643	-0.38223	0.18935	1.49097	0.91721	1.29594	-0.93937	1.05035	-0.24753	1.28096	-0.26335	-1.45364	0.52383	-1.12741	0.331	1.41149	-0.66451	0.16616	-1.27339
c2665	pop02	5.57106	3.46794	-0.75278	0.9966	0.00497	0.77787	-0.34815	-0.00692	-1.15924	-1.25732	1.01699	-0.80919	-0.54964	0.52155	0.93943	1.39971	0.27648	-0.9636	1.68185	-0.9026	0.49511	-0.83177	-0.02648	0.51458	-0.93209	-0.03522	-0.23477	-0.90301	0.07139	0.38093
c3940	pop04	0.06378	4.43457	-1.89445	4.42889	1.19076	-0.84205	-0.77104	-0.24356	-0.74752	0.15258	-1.33113	-2.21117	0.73636	1.22593	-1.0668	0.25539	-0.23514	1.23091	1.51902	-1.31622	0.08523	0.70223	-1.03915	-0.26881	0.94834	0.2167	-0.91689	0.52485	-0.88014	-0.58632
c4220	pop05	6.29891	3.69302	0.11892	4.52959	-0.52242	-1.29508	0.04025	0.23226	0.56025	1.34817	-1.16567	-1.38986	0.06909	-0.6636	0.11711	-2.13198	-0.99546	-1.1367	1.76523	0.74565	0.53683	-1.5623	-0.56595	0.37143	0.96296	0.33879	-2.00807	0.35616	0.30742	-0.81968
c4831	pop06	-0.53167	3.72387	5.02289	1.32972	-0.71844	1.29877	-0.10703	1.3532	-1.99644	1.53042	-1.18383	-1.23908	0.48184	-0.23468	-0.95355	0.70295	-1.83559	-0.48409	-1.49202	-0.73079	1.71555	-0.2614	0.40877	0.43582	0.01995	1.94648	-0.60937	-0.06319	-0.38828	-1.09483
c3928	pop04	0.86167	4.72347	-2.09115	7.14995	-0.0534	-1.4789	2.36417	1.62562	-1.11132	-0.97012	0.23918	0.39844	-0.19764	-1.29727	-0.36202	0.79737	-0.5944	-0.18087	-0.19885	-0.35869	-0.25439	0.26364	0.61451	1.17858	-2.24722	-0.36704	0.11977	-0.49727	-0.50819	-0.39081
c2938	pop03	5.14449	-0.05472	5.15474	-0.12195	-0.71583	-1.74414	-0.96789	-1.61047	-1.04708	-0.22294	0.19367	-0.11987	-2.22733	1.46273	1.36562	-0.77512	-1.10871	1.72126	1.26436	0.77761	-0.13357	-0.66655	1.70059	0.5186	-1.30748	0.92692	-1.18365	-1.44708	-0.45819	-1.20854
c4940	pop01	-1.50128	0.17675	-0.18776	-1.0157	5.99421	1.02589	0.9673	-0.2622	-0.80561	-1.11353	0.48386	-0.50687	-0.0094	-0.99313	2.00325	-1.11865	0.32882	0.31549	0.26521	0.64719	-0.17352	-0.95183	-1.17578	-0.10252	0.7551	-1.00876	1.38674	-1.09104	-0.20002	0.14358
c4429	pop05	4.68103	6.19667	-1.26261	4.89514	1.5716	0.29053	1.74216	-1.26819	0.04465	0.12186	0.05422	1.09971	1.4648	1.68792	1.88668	0.02326	0.3581	-1.03665	0.29654	0.6886	0.47998	0.2337	0.66185	-1.50051	-1.43268	-0.36095	-1.23301	0.17109	-0.0148	-0.85229
c4900	pop06	0.65588	4.66252	4.57674	0.31398	-2.17293	0.26236	1.03994	0.5555	-1.28274	-0.65865	0.04209	1.27017	1.21785	0.06369	0.4359	1.92468	-0.17345	0.47831	-0.50333	1.41686	0.27741	1.15616	0.0034	1.14772	-0.68305	1.43515	-0.70588	-0.4051	1.07725	-1.47902
c4939	pop01	-0.23545	-0.67647	-0.86664	0.08341	3.99798	-0.134	-0.73048	1.83311	0.95014	-1.10677	0.97861	-0.04256	-0.04513	0.08887	-0.32766	0.17276	-0.82617	0.00536	0.34877	-0.16384	1.44416	0.23881	0.04432	1.14468	1.45861	-0.51339	1.65685	-1.29938	1.21771	-1.64299
c4929	pop01	1.48183	-0.00931	-0.43298	-0.05852	6.86155	0.11224	-0.81393	0.45524	-0.26241	2.16303	1.34358	-1.62547	1.91297	-0.34377	-0.91965	-0.82132	1.8183	0.68171	-0.09585	-1.28649	1.13423	0.60039	-0.75156	1.32692	1.0048	0.67051	1.1067	1.19312	0.64001	-0.38083
c1788	pop08	1.02069	-1.12527	-0.91294	0.33435	-1.44954	-1.40439	2.01057	-0.03136	-0.27843	-0.0683	-0.74562	1.07658	0.0983	0.31806	-0.16845	-0.0596	1.32817	-0.42348	1.28628	0.28362	-1.1067	-1.28215	1.18311	-1.9904	0.34352	-0.8516	2.18855	0.23358	0.24398	-0.34341
c2987	pop03	3.943	-0.66196	4.25697	0.61612	-0.64469	-2.01012	0.03752	0.6984	1.40462	1.38251	1.24687	-2.43469	0.63451	-0.99529	0.37449	-1.04261	-0.78497	-0.15838	2.1412	1.34892	1.22153	0.39329	0.187	-0.66163	0.07254	0.69018	-0.03161	-0.12711	-0.48604	-0.29954
c4639	pop05	4.13876	5.19468	-0.41612	4.64548	1.74255	2.59364	0.27547	-0.03216	-0.89053	0.17136	-0.0601	-0.96931	0.42378	2.30416	-1.0106	0.21214	0.08126	-0.89196	0.02423	0.35954	-0.77502	-0.73615	0.77818	0.71725	0.77097	-1.51491	-0.49744	-1.56481	-0.41123	-1.53214
c3275	pop04	1.64104	4.53634	-1.1108	4.50059	1.69383	-0.65023	-1.39172	0.47552	1.26522	0.83939	0.14443	1.77571	0.36668	-1.10758	0.5829	0.37055	0.37821	-0.51868	-1.2783	-1.34228	0.41136	0.89897	0.10732	-0.88435	-1.67629	-1.33747	0.08114	-1.34192	0.49128	0.77938
c4179	pop04	-0.25051	4.82878	0.72302	5.40815	-0.70781	-0.43269	-0.78119	-0.74343	1.64979	-0.13989	-1.77249	-0.84857	0.80353	0.11364	0.50589	-1.50545	-1.23859	-0.17295	0.20046	-1.12298	0.14864	-0.91841	0.49291	-0.2236	-1.40546	1.80981	-0.43742	-0.06649	0.41962	0.10841
c4156	pop04	-0.95296	1.66489	-0.70738	5.18609	-0.10132	-1.3616	0.90501	-0.31506	0.83495	-1.6401	-1.75967	-1.40544	-0.02347	0.44858	0.44733	0.35362	0.75182	0.72527	-1.02893	0.4649	-0.67064	0.05578	-0.38365	-0.68413	1.56227	0.57997	0.86598	-0.7361	-0.49049	-0.9415
c4804	pop06	1.6082	3.79987	5.82905	-0.10158	-0.72843	-2.00523	3.059	-1.28331	2.28348	-1.84942	2.30833	2.28664	-0.48813	0.38095	-1.56634	0.69052	1.58825	2.56946	0.26687	0.65304	1.09685	1.152	1.55957	-0.7051	2.08335	1.43216	-0.218	1.09087	-0.79383	-0.15262
c3015	pop03	4.47479	-0.46274	4.68208	-0.3244	0.42565	0.9552	-0.84493	2.05269	0.60754	2.29242	0.06597	-1.80701	-0.44762	0.50792	-0.75725	-1.14216	0.70855	1.41665	0.35195	-0.6061	1.06278	-1.1863	-0.58527	0.31518	-0.03028	-1.7699	0.20064	-1.94764	0.61113	-0.85713
c2724	pop02	3.85439	5.81468	-0.58684	0.38104	0.50545	0.15554	0.39768	0.4464	-1.00071	-2.15006	-0.50266	-0.39032	-0.67438	-1.10156	0.04972	0.21588	-0.20741	-0.1344	1.45156	0.48521	-1.7687	-0.71641	-0.37264	0.59994	-0.26458	-0.0971	1.67908	-0.53577	1.26691	0.52063
c4540	pop05	4.19879	4.45101	-1.08087	4.62214	2.00627	1.04459	-0.81575	-0.64309	0.30719	-1.48141	1.85311	-0.49091	-0.16618	-0.98852	0.39536	0.91752	1.34023	-0.73596	-1.18142	-0.30228	-0.49933	1.19145	-0.18871	0.36241	-0.26945	2.26191	0.83117	2.20994	2.23637	1.2073
c4517	pop05	6.28512	4.50677	-2.16493	7.08504	-0.72993	-0.35685	0.4921	0.29578	-1.26348	1.98324	0.39297	-0.94761	0.11534	-1.22258	-0.29211	0.2574	-0.09531	-1.12585	-1.3357	-0.19205	-1.07453	0.47292	1.21426	-1.08331	1.10454	1.43496	0.25654	0.69063	-0.06317	0.18368
c4911	pop01	0.88869	-1.00088	1.37895	-0.39975	5.32703	1.04903	0.4151	0.58837	0.30687	-1.90342	0.86199	-0.67808	-1.09608	-0.09113	-0.69372	0.16757	0.6862	1.08669	-0.33318	-1.30549	-0.61058	0.41761	-0.05445	2.44756	-1.40606	0.00504	-0.11815	-1.07196	-0.54653	0.30093
c4933	pop01	0.4122	-0.56638	-0.22504	0.44695	6.56486	0.40796	-0.45471	0.72721	0.80668	-0.09127	-0.12722	-0.77581	-0.63214	-0.5921	-0.90519	-0.16853	0.94869	-0.55874	0.05887	-0.94406	-0.90551	0.38257	0.89912	1.03434	0.65904	0.69782	-0.26931	0.58289	1.29145	-0.20468
c2937	pop03	6.28298	0.46289	5.81617	0.00964	-0.4985	0.51072	0.24216	0.47867	-1.00131	-1.93281	1.12148	1.02182	-0.70798	2.29778	0.97322	0.16241	0.99828	-1.23439	-0.6111	-0.98614	-0.69648	1.23781	-0.19604	-0.79715	0.58634	-0.67921	1.50009	-0.76482	-1.15102	-1.26022
c4938	pop01	-0.11697	-0.19549	0.29361	0.20939	4.47894	0.03488	1.75712	0.39089	-0.83903	0.69411	-0.69187	-3.08162	0.51442	-0.97038	-0.17465	0.10493	-2.55039	1.09179	1.0061	1.48466	0.88579	-1.19972	-1.74003	-0.03228	-0.00292	0.39224	1.70167	1.17881	-0.6163	0.58215
c0510	pop08	-0.01763	-0.7445	0.91415	-1.54968	-0.38916	1.22125	-1.1164	-1.70454	-1.4681	0.38576	-0.12273	0.53711	-0.03675	0.28416	0.02337	-0.18459	0.58752	-1.86753	0.00278	-0.38196	-1.72756	-0.03556	0.40543	-1.20029	-0.99849	0.27154	0.52625	0.99968	-0.87838	1.06761
c3722	pop04	-0.72777	7.062	-0.36653	6.1535	-1.85218	1.28586	1.07286	0.59745	-0.40058	-1.11721	0.21802	-1.24251	-0.06892	-1.74485	-1.397	-1.8473	2.2248	1.38616	0.63679	-0.75017	-1.12024	-0.08995	-1.85594	-1.92088	-0.60587	-0.39341	-0.84265	-0.87618	-0.32313	-0.12269
c0805	pop08	-0.09951	0.15006	-0.80696	-0.39066	-0.98809	-1.05681	0.19301	-0.1108	0.32481	0.00377	-0.20446	-2.10631	-0.22319	-1.51963	0.83598	-0.81097	0.4299	-0.63815	0.33325	0.72632	0.92477	-0.0834	-0.44362	1.75936	-0.23996	1.08042	-0.35399	-1.15432	0.0783	0.81331
c0277	pop08	0.80862	0.96515	0.10828	0.98853	0.46264	-0.66483	-0.64765	-1.44156	0.18105	0.52526	-1.64256	0.4363	0.59272	-1.60226	0.52886	1.24984	-0.5906	0.14528	-0.00236	-1.23257	0.47892	0.96635	0.71069	1.84826	0.93442	0.18467	-0.41804	0.46537	0.5574	0.46015
c3718	pop04	-0.34613	3.77877	0.33872	6.41308	-1.51559	0.01583	0.79521	0.58142	-0.67409	-0.1845	0.65647	-0.79422	0.16641	-0.29078	-0.19671	-0.42598	0.44718	0.73747	0.18714	0.3553	0.05755	1.11401	0.26464	0.59519	-0.67513	0.01398	0.17344	2.28247	-1.57827	0.25647
c4968	pop01	0.84064	0.20906	0.10444	-0.79961	3.99385	0.20704	0.39128	0.0882	0.01352	-0.02209	1.60414	-0.52012	0.86254	-0.40999	-0.69471	0.12533	0.08566	-0.49075	-0.69245	-0.90632	1.67127	-0.10388	0.93736	-1.70407	0.77233	-0.12219	1.52593	0.42445	0.19255	-1.06904
c4399	pop05	4.52194	4.15101	0.8273	5.44053	1.1607	2.10682	-0.1839	1.58997	-0.59112	0.84037	0.46339	0.77143	-0.93361	-0.18641	-0.75422	0.18143	-2.0359	1.58272	-0.94073	-0.5263	0.60878	0.16334	1.97654	-0.34734	1.76796	-0.11618	0.41959	-0.46292	0.4706	-0.75288
c4097	pop04	-0.2451	3.07717	0.98345	4.40627	-1.00471	0.23595	-1.5872	-0.28482	1.56515	1.46096	1.37772	1.03694	1.33046	-0.61491	-1.17991	0.00516	0.13555	-1.03526	-0.47402	1.47074	-0.48405	0.23629	-0.71035	-0.28837	-0.56394	-1.73697	-0.26032	-0.42448	-0.27239	-0.41943
c4984	pop01	-0.47601	-0.12438	0.6581	-1.86806	4.30511	0.58139	0.05087	-1.51797	0.03597	0.2066	-0.29148	-0.17963	-2.60814	1.60963	1.07481	-0.18984	0.35565	0.32244	-0.24564	-0.21819	0.01979	-0.49492	0.63536	-1.59569	0.47691	0.5305	-0.50985	0.2471	-0.37206	0.3544
c4922	pop01	0.72566	-0.22137	-0.91215	-0.24913	5.54649	2.13271	-0.4632	-0.74468	-0.59837	1.68529	-0.23767	0.16304	-0.02377	0.04598	0.85623	-1.70524	1.17448	-0.48227	-0.59028	-1.41317	-0.70189	-0.70478	-1.95783	0.44204	-0.00053	0.10819	1.05879	-0.22705	0.98809	0.7744
c4151	pop04	0.6362	4.77848	0.38339	6.08895	0.59808	1.19367	2.09359	-0.70824	1.14543	-0.21821	-0.52107	-0.34582	0.3629	-0.95382	0.07272	2.75406	-1.73151	-0.66913	0.99439	-1.92562	0.23501	-0.2466	0.33227	-1.3149	-2.08533	-0.77942	1.83622	0.15589	-0.96303	0.77598
c1941	pop08	-0.34928	-0.88585	-0.36605	-1.11478	-2.05725	-0.32877	-1.41483	-0.00493	-0.82739	0.74944	-0.66783	0.37459	0.17526	-0.93776	1.92501	-3.1716	0.28495	-1.08442	-1.42685	-0.10982	0.58084	0.26807	-0.91249	1.36719	1.2508	0.05124	-0.29652	0.24738	1.0986	1.35754
c4825	pop06	-1.02303	4.4043	2.83335	-1.1093	0.04609	-1.51532	-1.60999	1.20232	-0.35886	0.77478	-0.35234	1.64319	-0.29101	-0.22545	0.60937	0.65743	0.60799	-0.20234	-1.20654	0.87107	1.51629	-1.42726	-0.40944	0.09074	0.48121	-0.99992	1.28652	-0.71304	0.05568	0.36072
c3115	pop03	5.06254	0.25471	5.35304	-0.91637	2.56003	-0.51832	0.15703	1.10136	0.0681	0.43452	-0.99924	0.93656	-0.27578	0.59394	0.86392	-0.7957	-1.27629	-1.64185	0.39538	0.57568	-0.119	-1.50498	0.23769	-0.64083	0.94476	-1.61827	0.85022	0.55274	-0.32308	-2.20926
c4993	pop01	1.45877	0.11325	-0.16608	-0.58805	4.8518	0.89769	0.53915	-0.33436	0.87273	1.28973	-0.95979	-0.14969	-0.90713	0.87079	-0.10418	0.63434	1.43213	0.77953	-1.1904	0.94629	-2.02317	-1.22964	0.85487	-1.61347	-1.67624	-1.41242	2.4088	1.70513	0.72136	-0.48078
c4932	pop01	0.0589	-0.17387	-0.34503	0.27775	5.4903	0.29031	0.97406	-2.1078	0.185	-0.63344	0.36639	2.20651	-0.30672	1.56027	0.16912	0.12719	0.40476	-0.89029	1.39436	-1.06795	0.3868	-0.24394	0.04515	0.05408	-0.59893	-0.9011	-0.28065	1.45623	0.17916	0.09985
c4362	pop05	6.27277	5.3919	-0.40819	5.83044	0.04019	0.63616	-2.1704	0.22089	1.74825	0.61731	0.42931	-2.25532	-1.46916	1.35995	0.85072	0.00581	-0.2907	-0.75966	-0.48514	1.69339	0.39003	-0.33936	-0.52437	1.69691	0.87842	-0.19499	1.25533	0.54487	-0.0673	-0.25042
c2572	pop08	-0.5936	-1.06324	-1.01806	1.42715	-0.0518	0.6743	-0.48468	0.31214	1.0387	1.31314	1.52538	-0.76039	-0.45445	0.72638	0.61116	0.81956	-1.34271	-0.09761	-0.67185	1.27615	-1.34401	1.47771	-1.2572	-1.40756	-0.89643	0.12767	-0.24838	0.26448	0.32692	-0.48779
c2604	pop02	5.25687	3.54382	0.21693	-0.02003	-0.70761	-2.45101	-1.03017	-0.69397	0.44019	0.25301	0.85737	1.1767	0.01089	-1.22643	-0.65934	-1.5609	1.30923	-1.7117	0.39698	-0.03882	-0.96071	0.31119	0.1976	0.25755	0.7803	-0.14137	0.1651	-2.00485	-0.44544	0.40888
